text,IN,VI,SE,AD,PO,CLEAN
우익 꺼지셈,1,0,0,0,1,0
우익넘들 편에 선게 뭔 자랑이라고..덕분에 #@이름##@이름##@이름##@이름##@이름##@이름#..쓰레기악마들 보게됐지.,1,0,0,0,1,0
#@이름#은 좀 꺼져라 보수의 배신자 새끼 #@이름# 대통령 덕보고 정치생활 했으면서 뒷통수를 때린 비열한 놈,1,0,0,0,1,0
이미 떠난 사랑 억지로 붙이면 뭐하나 구질구질하게. 그것도 법원이 무슨 권리로? 참 한국 사법부는 후진적이다,1,0,0,0,1,0
이젠 여배우? 자유한국당 더럽다 적당히해라,1,0,0,0,1,0
저 #@이름# #@이름#때 사람이라며? 좌파들 처음에는 신나서 승리 물어뜯더니 까보니 자기쪽 사람들 ㅋㅋㅋㅋ,1,0,0,0,1,0
좌티비씨가 사람죽이노,1,0,0,0,1,0
좌파 #@이름#은 잘못절대 인정안하는데 우파는 쪽팔린거 알아서 잘못은 인정하지 좌파놈들 역겹다,1,0,0,0,1,0
지금 정부는 #@이름#때보다심한거같군덮을거있음 연예인기사...언론좀 적당히 선동해라더러운 정부야,1,0,0,0,1,0
탐관오리에게는 죽음을~ #@이름# 정부 저격? 하긴;; 강원도 산불났는데 시장이란넘은 15시간 씩이나 평일에 제주도 여행하느라 자리비우니;;; 욕먹을만도 하지.,1,0,0,0,1,0
네이버 검색조작 댓글알바 여론조작조사안하니? #@이름#OOO 들어오고 여기저기 비리가 더 심각하고 쓰레기들이 판치면서 방송 말아먹고 나라 말아먹는즁.#@이름#촛불시위해서 퇴출시켜라,1,0,0,0,1,0
#@이름# 강간당 눙물 머가리에 든게 없으니 친중을 하지 친미 했으면 지금 국민들 백신 다 맞고 확진자수 100명 이하 일듯 짱깨 추종하는 공산당 더듬어 강간당 때문에 나라가 죽어간다 페미 북괴 짱깨에 먹힌 대한민국,1,0,0,0,1,0
선동질만 오질나게 하고 헛발질만 하는 재앙이 ㅋㅋㅋㅋ 쩍빠리말이 팩트였다..자위하네 ㅋㅋㅋㅋ,1,0,0,0,1,0
분명히 밝혀졌다. 우리군을 무력화시키고 #@이름# 북괴 빨이하는 좌빨들 자유대한민국 국민이 처단해야한다,1,0,0,0,1,0
ㅋㅋ#@이름#..#@이름#..자사 중진 언론인이 두명이나 돈을 받아 처먹어 입건이 되도 기사한줄 안쓰고 이딴 네일베들떡이 자위용 기사나 써재끼는 조선 찌라쉬..과연 조선스럽다 라는 말외에는달리 표현할 방법이  없네ㅋㅋ,1,0,0,0,1,0
왜 #@이름#처럼 늙은이를;;;  얘 부실하단 소문도;;  무엇보다 #@이름#은 정치색이...;;;,1,0,0,0,1,0
\한국은 작은 나라지만 중국몽에 동참하겠다\ 하고 코로나 발생 초기 중국인 입국금지 반대하고 효과 의심스러운 시노백 접종한 중국인 격리 면제해준 #@이름#이는? 굴중(屈中) 매국노 #@이름#에게 입도 뻥긋 못하는 너희 내시들은? ㅋ,1,0,0,0,1,0
20대 이찍놈들 정신 쳐 나갔네.,1,0,0,0,1,0
저것들도 좌파 아니야? 조국당 같은 놈들이네?,1,0,0,0,1,0
지금 이재명 지지자들이 딱 저런 수준인듯? 범죄자 사이비 교주 jms 와 뭔짓을 해도 '믿숩니다!' 울어댈뿐인 사이비 광신도들 행태.. 어우.. 소름돋게 유사한? 그렇지 않고서야.. 음주운전이나 하고 다니던 범죄 전과 4범.. 현재도 범죄 재판 5개 피고인.. 심지어 부부가 같이 법인카드 유용 즉 국민 세금으로 1억원이 넘게 일제샴푸 초밥 과일 해먹었다 재판걸린.. 범죄 피고인..따위를? 심지어 법인카드 빵 진숙 그리 욕하면서? 어우.. ㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,0,1,0
찢재명이 한테 놀아나는 절라도 인간들이랑 삐까삐까다.,1,0,0,0,1,0
윤거니 부부 무속사기단에 속아 투표한 2찍이들과 똑같이 어리석네,1,0,0,0,1,0
박지훈 변호사 정신이 좌파 레전.드,1,0,0,0,1,0
좌좀,1,0,0,0,1,0
우좀,1,0,0,0,1,0
북딱딱,1,0,0,0,1,0
이기야,1,0,0,0,1,0
좌빨,1,0,0,0,1,0
전라남도 안정권 홍어새끼 좆이나 빠는새끼가 가세연을 까노 ㅋㅋ,1,0,1,0,1,0
닭끄네 최초로 탄핵당한 멍청하고 병신같은 개보지^^,1,0,1,0,1,0
옆에서 쓴소리하는 사람이 없으니깐 저러지 ㅋㅋ박근혜도 옆에서 쓴소리하면 보지식 기분나빵! 하면서 다 쳐내니깐 탄핵당한거고,1,0,1,0,1,0
이재명아차라리 더불어더듬당 이념에 맞게일부다처제도 선언해뿌라.골빈놈,1,0,1,0,1,0
북한남자 10에 9은 동성색스 해봤을거다,1,0,1,0,1,0
이거 대필하는 불크가 유명한 좌빨인데 역시 좌빨들에게 강간 성매매는 일상인건가 ㅋㅋㅋ,1,0,1,0,1,0
ㅋㅋㅋㅋㅋ...그래서..행보수지..보지 도 못하고.. 말하지도 못하개하는 행보수지..#@이름#이 찍으라고..? 그러지말고..당대표선거도....숫자조작해서.니들 마음대로 프로그램..조작해서...부정선거 해서...만들어라..,1,0,1,0,1,0
#@이름#이 가족한테 성기 욕을 했다는데 이게 말이되냐 이런 사람이 대통령 쳐 나온다고 했을때 기가 막히다,1,0,1,0,1,0
피해호소청와대는 빨지원가랭이로 기어들어가라,1,0,1,0,1,0
솔직히 말해 #@이름#이 뭐를 알아? 몇달간 보니 머리가 깡통이고 고소만 할줄아는게 전부다. 군대도 안가고 마누라는 여러 남자와 성관계를 즐겨하고 성형에다가 장모는 사기꾼에다가 범죄자다. 이런 인간은 절대 대통령이 되면은 안된다!,1,0,1,0,1,0
#@이름#의 ㅇ 동서는 토론회에 유흥업소 접대부를 부르면 금방 올 것이다. 국짐당은 왜 이런 걸 모르나,1,0,1,0,1,0
창피하다!죽을정도보다 더!치욕 이다!대한민국 사법부 !  머리 속엔  정액 들어 있냐 !!!!,1,0,1,0,1,0
#@이름# #@이름#뇽은 빨개 빨가면 사과 ㅡ전범전쟁을 일으킨 자. 욱일기는 사과해리 . 사과 안 하면 하늘과 바다에 빨간 똥 끄녕 을 볼 것 입니다.,1,0,1,0,1,0
중국것들 아이돌 멤버 삼는 기획사 아이돌들 다 보이콧 한다 대깨들이랑 똑같은 조선족 중국인 한국땅에서 썩껴져! 니나라 쳐 가서 성폭행이든 마약이든 해,1,0,1,0,1,0
하여간 왜넘들 하는 짓거리 보면 국짐당 넘들과 똑같아..,1,0,1,0,1,0
헐 여정이 한마디에 #@이름#을 비롯한 발기당 얘들 여정 명령 받들어 한방에 지시상황을 접수하는 클래스.북괴전단지도 여정한마디에 클리어.이건 뭐 북괴의 부속국가 아니면 무슨 말이 필요하냐?,1,0,1,0,1,0
이러니 일본 원숭이 딱까리 자위한다는 소리 듣고도 보내요~~,1,0,1,0,1,0
중앙 기사군.AV ㅂㅌ국 수준의 발언 답다. ㅋㅋㅋ,1,0,1,0,1,0
술집 도우미가 코로나 퍼트린다는데 ~ 그도우미 이 도우미랑 깉은건 아니죠 ?? 그쵸 ?? 국민의적 마스코트는 ~ 비아그라 아니면 발정제이죠,1,0,1,0,1,0
전자발찌 차고 감방들어갈 놈을 추모행사를함??? 이게 *차 가해다 ㅡ 피해호소인 이라고 왜 안떠드냐 ㅋㅋ#@이름# 욕할것도 없네 ㅡ 어린 청년 이 꿈을 앉고 공무원됐는데 대한민국 수도 의 시장이란 자가 란닝구 입은 사진 보내고 킁킁대고 만지고 캬악 퉤,1,0,1,0,1,0
중국은 20대남자만 5천만명이 더많아서 이제 5천만 노총각들은 로봇이랑 하게 될거라함. 도태남들 미래지뭐,1,0,1,0,1,0
근친야동을 트위터에 올린 재앙이는 무죄냐,1,0,1,0,1,0
여자 더듬는거 생각만하는 시장이 있었는데 뭐가 되었겠냐? ㅎㅎ,1,0,1,0,1,0
진짜 개머만한 나라 대사 마눌년이 또 땐년이야 이거 머,1,0,1,0,1,0
ㄲㅊ달고태어난게#@이름# 폐급국가,1,0,1,0,1,0
유럽식 사회주의 도입 하자는 대깨 일부 지식인 분들!... 유럽식 사회주의 모범국가 벨기에 대사 부인이 #@이름# 정부를 향해 날리는 펔을 보셨나요?... 게다가 중국인 이라던데... 여러분들이 빠는 중국+북유럽 대사 부인에게 가운데 손가락 질 당하니 아직 덜깨진 대깨님들의 머가리가 얼얼 하신가요?,1,0,1,0,1,0
여가부 떡이나 치셈 폐지 찬성여기부 가 폐미 임,1,0,1,0,1,0
윤가놈 지지야 그렇다치고... 룸살롱 대걸레가 청와대 안주인 되서 세금  쓰는거 괜찮다는게 제정신이냐?,1,0,1,0,1,0
외국같은경우는 꽃뱀매수해서 밤세 홍콩보내고한다던데다음경기에 지장 받으라고ㅠㅠ우리나라도 이런건가,1,0,1,0,1,0
하튼 그동네 엄마뻘도 덥치고 자식선생도 덥치고 더듬어강간당 성향 동네 답다 ????????,1,0,1,0,1,0
대깨들은 길거리에서  마구잡이로  성추행 해도  뒷구멍으로 다 빼주겠구나   정말 해도 해도  너무한다  더러븐넘들,1,0,1,0,1,0
동성애자들은 공공장소에서 성관계해도 되냐? 왜 잘못된걸 지적하면 동성애자혐오라 몰아가는거야?? 하기야 지금 정권부터가 꼴페미정권이라 페미 비판하면 여혐종자로 몰아가니,1,0,1,0,1,0
거세를 신중하게 검토해야한다.입당할때에 성문제로 주물러당이피해를 입게되면 거세되어 불구로 살겠다는각서를 받아라,1,0,1,0,1,0
버닝썽 재수사해라. 반포한강사건 의 골든컨=마약파티 도 재수사하자. #@이름#는 다시태어날때 개로태어나면 되겠네. 시골 개들은 길거리에서도 ㅅㅅ를 할 수 있으니까,1,0,1,0,1,0
여성 가족부 없애주면 섹스할께,1,0,1,0,1,0
지난번 대유행때는 수요일까지 열리는 세계적인 예술가 #@이름#의 전시회때문에 목요일부터 상향을 하더니 이번에는 일요일에 열리는 발정 원숭이의 추모제 때문에 *단계 상향을 월요일부터 한다네요 좌파넘들은 국가정책도 국민들의 생명안전보다 오직 자기편의 이익을 위해서 실시하는 놈들이라는 것을 국민여러분들께서는 똑똑히 아시고 투표를 하셔야 합니다,1,0,1,0,1,0
의료진과 검사자는 100m 넘게 줄서서 땀이 비오듯 오는데 #@이름# 은 기쁨조 #@이름# #@이름#이두년 데리고 에어콘 옆에서 쩝 쩝 쩝 하겠지,1,0,1,0,1,0
드디어 정신줄 놓았네..갱심누나는 감방에서 갱생의 시간을 보내고 있는데 조국의 시간은 몸만들기~~뉘한테 보여줄려고~~,1,0,1,0,1,0
여성단체에 돈준게 화대였냐? ㅋㅋㅋㅋㅋ,1,0,1,0,1,0
정신나간 소리하지 마시고요.우리나라는 장애인 등 개별적차별금지법이 있습니다. 학력 장애인 등 이런거는 데코레이션일뿐실제 목적은 성적지향을 넣기위해 포괄적 차별금지법을 만드는것입니다. 동성애 레즈비언 옹호법이죠.이들의 목적은 가족을 해체하기위해 하는거죠.아빠 엄마는 사라지고 부모1 부모2동성애와 레즈비언을 위해서요.이들의 말로 보면 소아성애자 해외처럼 개를 묶고 수간 근친상간자들도 성적 소수자니 합법적으로 보장해야겠죠. 성적 취향이니.이런 정신나간 개같은 법 절대 반대합니다!,1,0,1,0,1,0
그럼 #@이름# 딸 지방대 표창장 한장때문에 그난리친건 뭐냐?  말 같지도 않은 예기 그만해라  술집여자를 영부인으로 불러야  하냐?,1,0,1,0,1,0
ㅋㅋ조개팔이 쏠쏠하누OOO한테 내세금 연 200만원ㅋㅋ더불어만진당 정부하에 정상은없네,1,0,1,0,1,0
여기에 옹호하는 댓글 싸지르는 사람은 룸 출신 영부인 창피하지 도 않나봐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,1,0,1,0
예전에 서울시장 잘못뽑아서 요즘 남/여 중학생 모두 서로 성추행 좋아하고 다니더라 ㅠㅠ,1,0,1,0,1,0
얘도 나가요 델고 살다가 동창이 술사주다 걸고넘어져서 빵살고이제 나왔는데 좀 봐주지 ㅋㅋㅋㅋ 장인이 누구였더라? 골프장캐디 주물러서 기소되신 분? ㅋㅋㅋㅋ,1,0,1,0,1,0
더듬어애들 지마눌도 만족못시키면서 힘없는 비서들이나 션하게도 못하고 껄떡대면서 남의마누라 줄리니 뭐니 간섭하는지? 찌질이들이 따로없지ㅋ,1,0,1,0,1,0
#@이름#이 점입가경. 대통령하려면 바지도내릴수 있다는 얘기인가?  #@이름#양이 속옷얘기했는데 속옷까지 함께 내리려나? 재미있겠다 속옷까내린 대통령 후포.,1,0,1,0,1,0
크 저 세력들 바지 지퍼 열고 다니는 민주당 놈들 아니신가? ㅋㅋㅋ,1,0,1,0,1,0
저런게 다 액션인걸 ㅋㅋ   와이프는 남편이#@이름#랑 꼼냥할떄 뭐하셧소 ㅎ ㅎㅎ,1,0,1,0,1,0
댓글 달기뭐하네 온갖비리에 성추행당에 아자씨들 후보분들이나 걱정하지 웬 걱정,1,0,1,0,1,0
#@이름#아 넌 #@이름#형 흉내 낼걸내야지?#@이름#형 안그래요?그래 너달난고추 한번보자@ 내려좌라!그리고 쏘련군을 해방군이고 미군을 점령군??학교교육을 제대로 못잗아서 역사의식이 결여되었는데 시장 지사도 과분한데 뭐 대통령까지 ..말이되나?,1,0,1,0,1,0
일본은 자기나라 군대도 자위대라고 부른다. 자위가 부하여직원 상대로 강제로 욕구해소 했었던 #@이름# #@이름# #@이름#보다 낮다.,1,0,1,0,1,0
보고배운게 AV밖에없어 변태적일수밖에없지 그게 따 성진국 수준,1,0,1,0,1,0
아무튼 문가에 미친 님들.거시기나 빠쇼,1,0,1,0,1,0
무능한국민이 사는 이 조센징에서 바람안피는게 멍청한거지 #@이름# 섹수의맛,1,0,1,0,1,0
탈레반과 같은. 집단이. 민쥐섹스당입니다,1,0,1,0,1,0
OOO지가 나훈안가? 니놈은바지가아이고빤슬내려야혀요빨개이야,1,0,1,0,1,0
이런 개너어엄들아 더불어강간당이제는 더불어 조작당까지하네 #@이름#이가 #@이름#대통령을 이긴다고 웃기지도않네 개#@이름#는 #@이름#이한테도 안된다,1,0,1,0,1,0
더부러 혼숙떼10추행강간만 하던 586 좌빨 정치인들에게 수송기 공중급유기 투입은 생각조차 할 수 없는 바보들이니 #@이름#이 천재로 보이는 거냐?,1,0,1,0,1,0
#@이름#아 집에가서 엄마 찌찌좀 더 먹고와라 국민의힘 개판 만들지마라 통화는 뭐하러 일일이 녹음하냐? 간첩이냐?,1,0,1,0,1,0
청년들이 절대 건물주를 꿈꿀수없게 집 값을 더 올리겠다형보수지 찢는 자 답다,1,0,1,0,1,0
더듬고 만지고 쑤시는 따불빽민좃당 겡기도 남양주 촌노무씨키 너나 예의좀 있어봐라.,1,0,1,0,1,0
직업에 귀천이 없지만 영부인이 룸빵언냐라니.이놈저놈 다 빠라주던 사람이 영부인?거기에 주가조작 학력위조 사기까지.근데 윤은 난 모르쇠.내가 이쪽에 일 해봐서 아는데 너희는 그냥 쓰레기야!,1,0,1,0,1,0
멋있어 보일려고 고개 져치면서 머리 뒤로 쓰다듬는다는 연출 전문가께서 이번에는 차라리 누드를 보여 주는 연출을 했으면 대깨조들이 비명을 지르며. 좋아 했을텐데.!세상에 나이 쳐먹고도 저러고 싶은가.? 관종도 저런 관종이면 정신병 말기수준 아닌가.?마누라는 감옥에 있는데 부끄럽지도 않은지.? 모자란건가.? 쑈를 하는건가.? 보는 사람들이 민망해서 얼굴 벌개 지겠네.!ㅉㅉㅉ,1,0,1,0,1,0
결혼전에 성관계 하라고 숙박지원금 줘라 갈때까지 가는구나 이정부는,1,0,1,0,1,0
내려오면서 까지 거짓말하네 역시 더듬어당 역겨운것들!,1,0,1,0,1,0
내부총질 그만해라 #@이름#..지겹다. 당 탈당 하고싶다. 도대체 #@이름#을 왜 지지하는겨?? 이유가 뭐여?? #@이름# 앞잡이를.,1,0,1,0,1,0
친일매국부패언론 중앙이 패악질로 발악을 하는구나 화냥질한 년한테 돌은 못던질 지언정 그 썩고 악취나는 추악한 음부에 코를 박고 즐기고 있다니 !,1,0,1,0,1,0
새로운 단어가 탄생했지!! 형보수지 가난음주. 검변사기. #@이름#....,1,0,1,0,1,0
ㅋㅋㅋ #@이름#이랑 형수부지랑 1% 차이라구?,1,0,1,0,1,0
토왜들이 야동 좋아하더니 영부인마저ㅋㅋㅋ,1,0,1,0,1,0
자위 외교 창시자가 하는일이야뭐 탁탁탁.....,1,0,1,0,1,0
형보수지를 찢어버리겠다는 자가 대통령되면 우리아이들이 뭘배울까?,1,0,1,0,1,0
다음 대선? 첫째 더불어만지작당 후보는 절대로 안된다. 둘째 제*지대 어쩌고 하면서 나오는 인간에게는 한표도 주면 안된다. 셋째 국힘당 경선에서 낙마한 사람이 정권교체에 협력하지 않으면 철저히 응징해 정계를 떠나게 한다. 딱 이거면 된다. 당내 #@이름#.#@이름#.#@이름#... 당외 #@이름#.#@이름# 등 누구라도 좋다. 많이 나와서 공정하게 경쟁해라. 다만 #@이름#류는 빠져라. 단순히 배신해서가 아니라... 진퇴의 때를 모르는 아집 때문이다.,1,0,1,0,1,0
#@이름#아 지지율 15%이하면 사퇴해야할 마지노선 아닐까?파평윤씨 가문의 가장 노릇하는 교수까지 지낸 니 애비 속 탄다.어찌 한 여인이 집안에 들어와서 종친의 명예까지 더렵히는지 말도 못하고 끙끙.대선 후보 부인들중 이토록 지저분한 부인이 또 있느냐?결혼전에 뭇남성들과 자기 할짓거리 다하고 동거하다가 결혼했어?경험이 풍부해 좋턴가?국민들을 개돼지로 보지 않는 이상 어찌 객관적 판단을 할 것이다라 말을 해.남은 주관적 판단은 또 누가할낀데.키우는 개 숫자가 의미가 있어.양검사 대역을 맡은개 몇번째야.이름은?껴안고 좋아하는 #@이름#이.무뇌,1,0,1,0,1,0
와 누가 #@이름#를 이리 찬양하나 했더니 한걸래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ#@이름# 좋겟네 #@이름#에 한걸레에 댓글도 대깨들 총 동원되서 찬양중이고 ㅋㅋㅋ,1,0,1,0,1,0
전과 최소 4범에 형보수찢이 남 수준 논하는건 아니라고 본다 ㅉㅉㅉ,1,0,1,0,1,0
지지자 여러분 진짜 국격이라는게 있어요. 제발 #@이름#은 아닙니다. 님들 주변에 전과 4범(정확히 4범인지는 모르겠어요.. 하도 유튜버들이 4범이라고 까대니까 씁니다)에.. 조카가 사형수에.. 형제간 형수에 봇지를 찌져버린다는 쌍욕하는 사람이 있으면 솔직히 상대나 합니까? 수십년을 여권 지지하다가 #@이름# 정권에 질려버려서 중도층에 머물고 있지만... 정말 그런 사람과는 우리 말도 안섞잖아요. 진짜 #@이름#은 아니에요. 국격을 생각해 주세요. 제발...,1,0,1,0,1,0
#@이름# 너 북한으로 가서 #@이름#하고 대권 싸움해!! 처형당하자말고~~ㅎㅎ 형수보지나 하는 폐륜아!!,1,0,1,0,1,0
더불근인민공산색스당 산하... 통일부는...!!! 실제 역할이... 북조선 적화 통일부...!!! 바로 이것이다...!!! 반드시 폐지 하라...!!!,1,0,1,0,1,0
말도 많고 탓도 많은 #@이름#이다.  유명연예인과 호텔 침대속 짝짓기와  형수에게 쌍욕  전과4범이  언론에서   뜨겁게 달구어 오르니까 방역핑계대고  따가운 시선을 잠시 피할려고 잔머리 쓰는중일것이다. 그러고도 남을 인간이다... 경계*호 인간이다.,1,0,1,0,1,0
윤짜장. 쩍벌리고 고추나 만지지말고 이거보고 어떤지 의견좀 말해봐라. 방사능 유출안됬다고 했으니까 니네집 수도꼭지에 연결해서 쥴리랑 쩍벌개들이랑같이 평생마셔라,1,1,1,0,1,0
yola 발정 대깨 교미 못할거면 형이중성화 수술 시켜줄까? ??????????,1,1,1,0,1,0
아니 가족이라도 안맞으면 평생 연끊고 사는 사람들이 천지인데 저것들이 도대체 뭐라고 수십년동안 감싸고 도냐??? 미쳐버린 독재자기 똥꼬나 햛으면서.......?? 뭐 대화자체도 안통하고 맨날 중국이나 찾아가고 핵이나 쳐만드는 돌아이 독재자놈..... 기쁨조나 만들어서 성욕부산물이나 만들어내는 역겨운 독재자놈..,1,1,1,0,1,0
더불당 성폭행 행적을 모조리 벽화로 표현합시다.과거 #@이름#전대통령 나체 그림을 국회에 전시할때#@이름#과 그일당들이 박장대소하며 더불당의 만행을 참았는데 또 아런짓을 하는 놈들에게 똑같이 맞 장구를 쳐야한다. 성폭행당의 행적을 야당도 표현해야한다.,1,1,1,0,1,0
몬 양해를 구한단 말이냐? 그것도 선거 때 니 도와주던 간첩들이 그리 하라던?개하구 성교하다 에이주걸려 세월호 타고가다 불에 타 뒤질 #@이름# 남매 눈치 보덜 말라허긴 오죽하면 북괴 대변인 소리를 듣겠냐 마는~,1,1,1,0,1,0
대한민국 딸들아 너네 거기 찟긴다 조심해라,1,1,1,0,1,0
#@이름# 의원직 걸었으니 #@이름# 무혐의 나오면 헛소리 로 국민 기만하지말고 사퇴해라 남자가 한입으로 두말 지껄이면 불알 잘라버리고 꼬자로 평생살면서 반성해라,1,1,1,0,1,0
#@이름#란 갓 결혼한 갓난 아기까지 있던 새색시가 있었습니다 물론 새신랑도 있었습니다 하지만 탐욕스럽고 부도덕한 색정 #@이름#(#@이름#*) 눈에 들어온게 그에겐 불행이었다 청와대로 강제적으로 불러들여 갔다 갓 결혼한 새색시의 완곡한 거절에도 금수만도 못한 짓을 당한 #@이름#! 결국 색정 #@이름#(#@이름#*)는 세인들의 눈이 무서워 결국 #@이름#를 해외로 추방해 버렸다! (인터넷 검색하면 #@이름#의 욕정 때문에 한 사람 인생이 짓밟힌 #@이름#란 여인 나옵니다),1,1,1,0,1,0
다니던 [기업.기타]을 퇴사한 후 [기업.기타] 은 망해라는 이름으로 누구나 접속해서 재벌을 욕하고 화풀이하는 인터넷 웹사이트를 만들려고 하는데 [기업.기타]과 분쟁이 있었던 사람들을 알 수 있습니까?,1,1,0,0,1,0
다음도 들어와라하고...다른 의견내는 유튜버 목 자르고....추아줌마 꺼 여기저기서 진술나오니...무슨 기강감찰이니 하며 협박들어가고..... 댓글에 중국 러시아 욕하는 사람들 이제 아가리 닥쳐라. 우리나라도 똑같이 되었다.,1,1,0,0,1,0
빨개이 새끼들 다 묻어버려야!,1,1,0,0,1,0
뇌물먹고 자살한 고 노무현 대통령이 분명히 봉하마을 부엉이바위에서 지켜보고 있을 것이다.,1,1,0,0,1,0
대깨문들은 죄다. 싸그리 한마리도 남김없이 잡아서. 똥통에 쳐넣고 농약에프킬라쥐약 락스청산가리술쳐먹고 오바이트 한것살충제유리가루 넣어서 애미추와 국조 인재문. 이 잡것들 주둥이에 쳐넣어야 하는디...,1,1,0,0,1,0
대깨문 게 3 끼 들 다 뒤 져라,1,1,0,0,1,0
문재인을죽여야된다 병신,1,1,0,0,1,0
전라도 뺴먹지 마라... 요즘 좀 안쳐맞더니 간이 커져서 대한민국을 망치려 든다,1,1,0,0,1,0
일베놈들 이참에 박멸가즈아~~~,1,1,0,0,1,0
공산주의도 아니지 그냥 망상이지이상 (선동할때)다 같이 잘 먹고 잘 살자현실다 같이 평등하게 대가리 깨지자 (기득권 소수 제외)예) 중국 북한,1,1,0,0,1,0
역시 김정은이다 대단하다 인육을 처먹는 중국 스벌 인간들이나 고모부를 쳐죽이는 김정은이나 어차피 악마이며 세계의 인류의 적이다 중국이나 빨리 붕괴되라 더러운 짱꼴라 아~중국녀ㄴ놈들 니네 나라 망하고 한국으로 절대 오지마라 냄새난다 에이 퇘 퇘 퇘,1,1,0,0,1,0
문재앙은 언제죽냐 범죄자ㅅㄲ들이 명줄은길더라,1,1,0,0,1,0
홍어들은 씨를 말려야함,1,1,0,0,1,0
저 또라이...잘난척 겉멋은...에굴 불쌍타.구속해서 사형판결내려라,1,1,0,0,1,0
이념 사상 이해는 가 그러나 친문 달창 대깨문 너그는 아니다 오로지 몽둥이가 약이다,1,1,0,0,1,0
김무성이라니까 김무성중국간첩 놈 김무성을 제거 해야지,1,1,0,0,1,0
미통닭놈들 태극기부대새끼들 후쿠시마 수산물에 우너전오염수 쳐먹이자,1,1,0,0,1,0
죄없는 공익제보자 테러하면 집회가아니라 폭동일어날줄알아라 군필문베충들아 저게 군대에서 가능한일이냐? 감히상상조차 할수없는일인데,1,1,0,0,1,0
존나 구라치고앉았노이기야 ㅋㅋ 세월호 타러가라이기야 돈 더많이준다,1,1,0,0,1,0
이게정확한진단이지 하이튼 손뽕들보면 대깨문생각남ㅋㅋ 패죽이고싶음 주제좀알지,1,1,0,0,1,0
사형제도 다양화시키자. 짱궈들처럼 교수형말고 사지찢기 포뜨기 산 체로 소각장 넣기 비닐로 말아서 구덩이에 파 묻기. 그래야 개퀴벌레 노마스크 난동 테러충들이 짱궈 공산국가 수준이 이거보다 더 살벌 한 줄 믿지.,1,1,0,0,1,0
음주운전으로 사망케 한 사람 사형바로 시켜봐라.. 음주운전 하는 놈 없을 것임.. 답을 알지만 못하는 멍청한 사법부와 술먹고 운전하는 저능아 년놈들..,1,1,0,0,1,0
한남들 데이트폭력 근절해주세요 특히 애인 아내 죽이는 한남에게 사형을 주세요 그리고 가정 폭력범은 신상을 공개해주세요,1,1,0,0,1,0
폭동은 진압해야지 병신 새끼야,1,1,0,0,1,0
난 니 얼굴 보면 ㅈ이 싸그라든다ㅡㅡ,1,0,1,0,0,0
재혼한지는 12주짼데 임신은 32주째면 ...하여간에,1,0,1,0,0,0
어휴... 저 쓰레기젤을 빠는넘이있네고추 썪는다,1,0,1,0,0,0
저정도 응디는 운동안해도 가능하다 시발 보정레깅스쳐입엇는데 저정도는 다 나와,1,0,1,0,0,0
결국 남자를 죽게 하는건 뇨쟈들... ... 원나잇 하는 세상에 ...,1,0,1,0,0,0
씨가일단좋아야하고 밭도좋아야한다,1,0,1,0,0,0
BBW 취향이긴한데 가슴은 빵빵해서 좋다 이기,1,0,1,0,0,0
못생겼으니 옷이라도 뻘겋게 입고 뻘건살 내놔야지 근데 극혐,1,0,1,0,0,0
현실성도 없고 티비 보고 그런 뚱보 짜리몽땅을 ... 하루밤에 열번 한다‼️,1,0,1,0,0,0
남자는 어릴수록 단단하니 맛있음. 25살 넘으면 ...,1,0,1,0,0,0
댓글수 보소 학실히 암놈숫놈 짝짓기에 관심도가 존니 높노..,1,0,1,0,0,0
요즘 드라마 특징 아줌마 용 포.르노,1,0,1,0,0,0
기집들도 같이 자놓고 쥐랄하네,1,0,1,0,0,0
결혼했으면 여자가 애를 낳고 대를 이어야지 ...,1,0,1,0,0,0
자유지ㅇㅇ남자는 꼭지보이는거 상관없고 ...,1,0,1,0,0,0
그래봣자 밤일을 잘해야지.. 살만뺀다고..,1,0,1,0,0,0
언제는 사귀는거 아니라며?ㅋㅋㅋ ... 남자가 임신공격은 성공했구만.,1,0,1,0,0,0
임신먼저한게 자랑? 더러운짓이지,1,0,1,0,0,0
정자 제공자가 누군데? 그리고 46세에 ... 나라도 데리고 살수 있을듯;,1,0,1,0,0,0
아니 우리가 임신시켰냐고 애아빠한테나 배려강요하자 좀,1,0,1,0,0,0
장동윤 ㅅㅅ 잘 할 것 같음,1,0,1,0,0,0
몸주고~ 맘주고 ~사랑 주고~버림받은 여자 빚이 많아 행복한 여자~~,1,0,1,0,0,0
제발 부탁인데 외국여자랑 해..매력적인 스시녀가 있는데 ...,1,0,1,0,0,0
발기부전 냉동자지 에,1,0,1,0,0,0
여자는 무조건 어려야됨 ㅋㅋ ... 17살 연하녀 만나는건 당연한일,1,0,1,0,0,0
김치녀들은 키 큰 남자만 보면 노릇노릇 좌궁 떨리노???,1,0,1,0,0,0
저년이 누군데? 야동배우냐,1,0,1,0,0,0
병신이 가치높일시간에 그년 따른남자랑 ... 인생에 규칙은 없다. 니자유임.,1,0,1,0,0,0
나잇값 못하는 발기부전 땅꼬마,1,0,1,0,0,0
